epoch,train_loss,test_loss,test_accuracy,time
1,0.16163013362105239,0.118351154,0.825428413488115,67.34788107872009
2,0.1134117292273171,0.11504388,0.8294085129906026,66.58800506591797
3,0.11243551369269408,0.11410299,0.8312880044223327,67.07902002334595
4,0.11217595684233486,0.11373362,0.8298507462686567,60.04702305793762
5,0.11166225444828243,0.11417112,0.8285240464344942,67.66503381729126
